Шифра,Артикал,Продажна Цена,Единична Цена,Опис,Достапност,Редовна Цена,ДДВ,Последно ажурирање
1,ЛЕБ,28,бр.            ,,Има,28,5,11/4/2025 14:25
2,Сол тузла,38,бр.            ,,Има,38,5,
3,"Шекер 0,900",46,бр.            ,,Има,46,5,
4,ЕКО ЗАЧИН 500Г,70,бр.            ,,Има,70,10,
5,АРКО ПЕНА 200МЛ 1+1,162,бр.            ,,Има,162,18,
6,АЛВА БЛАГОЈ Г 450 ГР,127,бр.            ,,Има,127,5,
7,КУРКУМА,37,бр.            ,,Има,37,10,
8,ЈАЈЦА М 1/30,6.3,бр.            ,,Има,6.3,5,
9,ПЕЛЕНИ ЕЛАН 9-18,177,бр.            ,,Има,177,5,
10,ПЕЛЕНИ ЕЛАН 14-22,140,бр.            ,,Има,140,5,
11,ПЕЛЕНИ ЕЛАН 11-25,200,бр.            ,,Има,200,5,
12,МЕРИКС 2 КГ,142,бр.            ,,Има,142,18,
13,ПЕЧУРКИ 600,57,бр.            ,,Има,57,5,
14,ПЕЛЕНИ ЕЛАН 3КЛ,90,бр.            ,,Има,90,5,
15,БОЈА ЗА КОСА ФЛИРТ 1 +1,150,бр.            ,,Има,150,18,
16,ЧЕТКИ ЗА ЗАБИ КОЛГЕЈТ ,32,бр.            ,,Има,32,18,
17,СЛАМКИ 100/1,30,бр.            ,,Има,30,18,
18,ПЕРФЕКС 24/3 ЦРВЕН,216,бр.            ,,Има,216,18,
19,БРИЛИЈАНТ,93,бр.            ,,Има,93,5,
20,"ЦВЕТ БАНАТ,СУНЦЕ И БИМАЛ",97,бр.            ,,Има,97,5,
21,ЛЕБ ФРИПЕК И ФРАНЦУСКИ,28,бр.            ,,Има,28,5,
22,АЛПИ и МИЛК,64,бр.            ,,Има,64,5,
23,"ПИНГО 0,2",15,бр.            ,,Има,15,18,
24,СПИН 920 МЛ,85,бр.            ,,Има,85,18,
25,ГОРСКА 6Л,60,бр.            ,,Има,60,18,
26,КОРПА,30,бр.            ,,Има,30,18,
27,ДОВЕ КРЕМА 75 МЛ,84,бр.            ,,Има,84,18,
28,ВИРШЛА 500ГР ТИМКО,100,бр.            ,,Има,100,5,
29,ШАМПОН ВОШ И ГО 750 МЛ,220,бр.            ,,Има,220,18,
30,МАЈОНЕЗ ДИЈАМАНТ 285 ГР,72,бр.            ,,Има,72,5,
31,ФЕРИ 650 МЛ,112,бр.            ,,Има,112,18,
32,"ГОРА ГАЗИРАН 1,5 Л",40,бр.            ,,Има,40,18,
33,ДЕДО МРАЗ 40 ГР,43,бр.            ,,Има,43,5,
34,ЧИПС ЧИПСИ 140 ГР,99,бр.            ,,Има,99,10,
35,"ЛЕДЕН ЧАЈ 1,5Л",40,бр.            ,,Има,40,18,
36,ЛАКИ ГРИЦ  120 ГР,31,бр.            ,,Има,31,5,
37,"ЛЕДЕН ЧАЈ ЕВИНА 0,5",20,бр.            ,,Има,20,18,
38,"САНО ЏУС 1,5 Л",83,бр.            ,,Има,83,18,
39,БУРГЕР ЛЕПЧЕ ФРИ ПЕК,80,бр.            ,,Има,80,5,
40,"САНО ГАЗИРАН 1,5 Л",43,бр.            ,,Има,43,18,
41,САНО СИРУП,120,бр.            ,,Има,120,5,
42,БАНАТ ЧОКОЛАДЦА 150ГР КЕСЕ,88,бр.            ,,Има,88,5,
43,"САНО ЏУС 0,5",36,бр.            ,,Има,36,18,
44,"КНАЗ МИЛОШ 0,5",20,бр.            ,,Има,20,18,
45,БАДЕМ 200 ГР,126,бр.            ,,Има,126,5,
46,"БОЖИЦА 1,5 Л",22,бр.            ,,Има,22,18,
47,"БОЖИЦА 0,5",15,бр.            ,,Има,15,18,
48,"ПЕПСИ 1,75",61,бр.            ,,Има,61,18,
49,МИРИНДА ДУО ПАК,105,бр.            ,,Има,105,18,
50,"ХОПЛА 0,2",52,бр.            ,,Има,52,10,
51,ЛИМОНОВ СОК,25,бр.            ,,Има,25,5,
52,"МАСЛИНКА 0,9 ЛИМЕНКА",110,бр.            ,,Има,110,5,
53,ПЕЦИВО ПОДРАВКА,5,бр.            ,,Има,5,5,
54,ЖЕЛЕ КОЦКИ 200 БГ,54,бр.            ,,Има,54,5,
55,ЧАЧКАЛИЦИ 300БР,20,бр.            ,,Има,20,18,
56,ШУНКА АГРИКО 120 ГР,33,бр.            ,,Има,33,5,
57,"КОЖУВЧАНКА 1,5 Л",30,бр.            ,,Има,30,18,
58,"КОЖУВЧАНКА 1,5 Л ЛИМОН",30,бр.            ,,Има,30,18,
59,КАПУЧИНО ГОЛД 100 ГР,80,бр.            ,,Има,80,10,
60,КАФЕ Ц 100 ГР,67,бр.            ,,Има,67,18,
61,КАФЕ Ц 200,133,бр.            ,,Има,133,18,
62,КАФЕ ГРАНД 100 ГР ГОЛД,79,бр.            ,,Има,79,18,
63,КАФЕ ГРАНД 200 ГР ГОЛД,152,бр.            ,,Има,152,18,
64,НАРЕЗАК МЕЏИК 130ГР,32,бр.            ,,Има,32,5,
65,НАРЕЗАК ДЕ ГУСТО 130 ГР,26,бр.            ,,Има,26,5,
66,ПЕРФЕКС БРИШАЧИ ЏАМБО,138,бр.            ,,Има,138,18,
67,ПЕРФЕКС БРИШАЧИ 2/2,35,бр.            ,,Има,35,18,
68,КРПИ 3/1,43,бр.            ,,Има,43,18,
69,САЛФЕТИ ЛЕДА 40БР,12,бр.            ,,Има,12,18,
70,"СИНАЛКО 1,5 Л",60,бр.            ,,Има,60,18,
71,БИС ОСВЕЖУВАЧ,230,бр.            ,,Има,230,18,
72,БОНБОНИ РЕФУС,2,бр.            ,,Има,2,10,
73,КАФЕ  ЕЛИТ СЕТ СО ФИЛЏАН,99,бр.            ,,Има,99,18,
74,КАФЕ РИВАЛ,37,бр.            ,,Има,37,18,
75,КАФЕ ЕЛИТ 200 ГР ЗЕЛЕНО,121,бр.            ,,Има,121,18,
76,ХОПЛА САНИА 1Л,174,бр.            ,,Има,174,5,
77,ТОАЛЕТ ЛЕДА,9,бр.            ,,Има,9,18,
78,САЛФЕТИ СОФТ ,55,бр.            ,,Има,55,18,
79,ХРАНА ЗА КУЧЕ И МАЧЕ 2КГ,235,бр.            ,,Има,235,18,
80,СТРЕЧ ФОЛИЈА,42,бр.            ,,Има,42,18,
81,ЧАШИ ПЛАСТИЧНИ,1,бр.            ,,Има,1,18,
82,ЧАШИ ПЛАСТИЧНИ 1/100,55,бр.            ,,Има,55,18,
83,ХАРТИЈА ЗА ПЕЧЕЊЕ,55,бр.            ,,Има,55,18,
84,МИНИ МИКС,6,бр.            ,,Има,6,5,
85,АКВА ФРЕШ 125 МЛ,93,бр.            ,,Има,93,18,
86,ФИДЕ СЕНТЕЛА,35,бр.            ,,Има,35,5,
87,ЛАБЕЛО,90,бр.            ,,Има,90,18,
88,НЕС КАФЕ 3 ВО 1,13,бр.            ,,Има,13,10,
89,АЛУМИНИУМСКА ФОЛ 10 М,60,бр.            ,,Има,60,18,
90,"ИЗВОРСКА 1,5 Л",30,бр.            ,,Има,30,18,
91,"БИТОЛСКО МЛЕКО 2,8",74,бр.            ,,Има,74,5,
92,ПАВЛАКА ЗА ГОТВЕЊЕ ПОЛИМАРК ,80,бр.            ,,Има,80,5,
93,ИНКАФЕ 100ГР ГОЛД,168,бр.            ,,Има,168,10,
94,КАФЕ ЕЛИТ 100 ГР ЗЕЛЕНО,61,бр.            ,,Има,61,18,
95,МАКАРОНИ СЕНТЕЛА,30,бр.            ,,Има,30,5,
96,ЈАЈЦА Л,6.83,бр.            ,,Има,6.83,5,
97,ЈАЈЦА M СО КАСЕТКИ,205,бр.            ,,Има,205,5,
98,ЈАЈЦА Л 10/1,74,бр.            ,,Има,74,5,
99,КРОАСАН КОРНЕР,14,бр.            ,,Има,14,5,
100,КЕСА БИОРАЗГРАДЛИВА,5,бр.            ,,Има,5,18,
101,ЕУРОДЕСЕРТ 150 ГР,82,бр.            ,,Има,82,5,
102,СИНТАГМА ЛЕШНИК 100 ГР,60,бр.            ,,Има,60,5,
103,БРАВО ПРЕМИУМ 200 ГР,143,бр.            ,,Има,143,18,
104,ИШЛЕРИ ,28,бр.            ,,Има,28,5,
105,БРАВО ПРЕМИУМ 100 ГР,71,бр.            ,,Има,71,18,
106,ФЛИПС 20 ГР,8,бр.            ,,Има,8,5,
107,РЕСАНА КОРПИЦА,32,бр.            ,,Има,32,5,
108,СОЛЕНКИ 90 ГР СЛ,11,бр.            ,,Има,11,5,
109,БОНБОНИ ЧОКО МИНТ 800ГР,216,бр.            ,,Има,216,10,
110,ТУТКУ 25ГР,5,бр.            ,,Има,5,5,
111,ЕУРОКРЕМ БЛОК 20 ГР,8,бр.            ,,Има,8,5,
112,АТЛАНТИС 200 ГР,200,бр.            ,,Има,200,10,
113,ПЛАЗМА 300 ГР,137,бр.            ,,Има,137,5,
114,СТОБИ ФЛИПС 40 ГР,17,бр.            ,,Има,17,10,
115,ПЕРФЕКС 8+2 ЗЕЛЕН,67,бр.            ,,Има,67,18,
116,ПЕРФЕКС 8+2 ЦРВЕН,88,бр.            ,,Има,88,18,
117,ТАКОВО 1Л,55,бр.            ,,Има,55,18,
118,ИНКАФЕ ПРЕМИУМ 200 ГР,300,бр.            ,,Има,300,10,
119,ИНКАФЕ МИЛД 200,140,бр.            ,,Има,140,10,
120,ЧАЈ МАЈЧИНА ДУШИЧКА АЛКАЛ,72,бр.            ,,Има,72,18,
121,ЧАЈ АЛКАЛАКС,92,бр.            ,,Има,92,5,
122,ЧОКО КЕКСИЧИ ,71,бр.            ,,Има,71,5,
123,КЕКСИЧИ 220 ГР,40,бр.            ,,Има,40,5,
124,ЗЛАТЕН ПЕК 750 ГР,84,бр.            ,,Има,84,5,
125,ТУНА БАДУКО 170 ГР,88,бр.            ,,Има,88,5,
126,УРДА БУЧЕН КОЗЈАК 1 КГ,120,бр.            ,,Има,120,5,
127,ШПАГЕТИ СЕНТЕЛА,35,бр.            ,,Има,35,5,
128,ИЗВОРСКА 6/1,150,бр.            ,,Има,150,18,
129,САРДИНА БАДУКО 125 ГР,50,бр.            ,,Има,50,5,
130,МОНИ 150 ГР,60,бр.            ,,Има,60,5,
131,РИСКО 75ГР,30,бр.            ,,Има,30,5,
132,ПАШТЕТА  ПЕКАБЕСКО 130ГР ПИЛЕШКА,20,бр.            ,,Има,20,5,
133,ПИОНИР ЛЕШНИК 100,40,бр.            ,,Има,40,5,
134,ГАЛЕ Б 80ГР МЛЕЧНО,27,бр.            ,,Има,27,5,
135,"СИНАЛКО 0,5",30,бр.            ,,Има,30,18,
136,ОЦЕТ 1 Л,40,бр.            ,,Има,40,5,
137,СОЛ ЕВРО,17,бр.            ,,Има,17,5,
138,ВЕРОНА 375 ГР,86,бр.            ,,Има,86,5,
139,КАРОЛИНА 340 ГР,47,бр.            ,,Има,47,5,
140,ЛУШ,16,бр.            ,,Има,16,10,
141,НЕС КАФЕ КЛАСИК 2 ГР,10,бр.            ,,Има,10,10,
142,СТОБИ ФЛИПС 85 ГР,28,бр.            ,,Има,28,10,
143,ДАФИНКА 120 ГР,32,бр.            ,,Има,32,10,
144,ДАФИНКА 250ГР ,61,бр.            ,,Има,61,10,
145,ЗАЧИНАЛ 250 ГР,79,бр.            ,,Има,79,10,
146,ЕКО ЗАЧИН 3+1,69,бр.            ,,Има,69,10,
147,ВЕРОНА 30 ГР,5,бр.            ,,Има,5,5,
148,ВАНИЛА ВИТАМИНКА,3,бр.            ,,Има,3,5,
149,СУПА ТАКОВО,19,бр.            ,,Има,19,5,
150,ПУДИНГ ВИТАМИНКА,13,бр.            ,,Има,13,5,
151,СУПА ПЕТЕЛ ПОДРАВКА,35,бр.            ,,Има,35,5,
152,СУПА АЛПСКА ПОДРАВКА,44,бр.            ,,Има,44,5,
153,САРДИНА ТИМКО,50,бр.            ,,Има,50,5,
154,САРДИНА МИРЕЛА,52,бр.            ,,Има,52,5,
155,ЧЕПКАЛКИ СЕПТОНА 200+100,45,бр.            ,,Има,45,18,
156,ТУНА МЕЏИК 185 ГР ЖОЛТА,79,бр.            ,,Има,79,5,
157,СВИНСКА МАСТ 1КГ,87,бр.            ,,Има,87,5,
158,НИВЕА КРЕМА 150 МЛ,188,бр.            ,,Има,188,18,
159,КРЕМ ЛУНА 400 ГР,126,бр.            ,,Има,126,10,
160,АЛУМИНИУМСКА 30М,103,бр.            ,,Има,103,18,
161,НАШ ЗАЧИН 450 ГР,38,бр.            ,,Има,38,5,
162,КУБЕТИ,20,бр.            ,,Има,20,5,
163,БРУСКЕТИ,36,бр.            ,,Има,36,5,
164,ПЕЗ ФИГУРИ,110,бр.            ,,Има,110,10,
165,ЗАПАЛКИ,10,бр.            ,,Има,10,18,
166,ЧОКОЛАДО ЗА ГОТВЕЊЕ СЛ,39,бр.            ,,Има,39,5,
167,КЕЧАП МИРАНА 500 МЛ,60,бр.            ,,Има,60,5,
168,ПЕТИТ ВИКИ 400 ГР,60,бр.            ,,Има,60,5,
169,ПЕЦИВО,3,бр.            ,,Има,3,5,
170,ВАНИЛА,3,бр.            ,,Има,3,10,
171,БИБЕР МЕЛЕН МАКС,6,бр.            ,,Има,6,5,
172,СОДА БИКАРБОНА ,3,бр.            ,,Има,3,18,
173,ЛИМОНТУС,5,бр.            ,,Има,5,18,
174,ЕУРОВАФЕЛ ПЛУС 40/1,260,бр.            ,,Има,260,5,
175,КОКОС,20,бр.            ,,Има,20,10,
176,СУСАМ,28,бр.            ,,Има,28,10,
177,КЕЧАП МИРАНА 1 Л,97,бр.            ,,Има,97,5,
178,КЕЧАП 300 МЛ ВИТАМИНКА ,40,бр.            ,,Има,40,5,
179,КЕЧАП 1 Л ВИТАМИНКА,110,бр.            ,,Има,110,5,
180,ПУТЕР 200 ГР,116,бр.            ,,Има,116,5,
181,ПЛИНСКИ БОЦИ,40,бр.            ,,Има,40,18,
182,КАФЕ ВИП 90 ГР,40,бр.            ,,Има,40,18,
183,СЛАДОЛЕД 3+ЛАЖИЦА,68,бр.            ,,Има,68,5,
184,БОЈА ЗА ЈАЈЦА,10,бр.            ,,Има,10,18,
185,МАЈОНЕЗ ВИТАНЕЗ 620 ГР,146,бр.            ,,Има,146,10,
186,МАЈОНЕЗ ПЕКАБЕСКО 630 ГР,133,бр.            ,,Има,133,10,
187,ГРАВ 300 ГР КОЛБАС ТАКОВО,95,бр.            ,,Има,95,5,
188,КЕЧАП 500ГР ВИТАМИНКА,71,бр.            ,,Има,71,5,
189,ЦРВЕН ПИПЕР,36,бр.            ,,Има,36,5,
190,БИК БИК 3,36,бр.            ,,Има,36,18,
191,КВИКЕРСИ 200ГР СЛ,35,бр.            ,,Има,35,5,
192,ОРБИТ БОНБОНИ,50,бр.            ,,Има,50,5,
193,ОРИЗ 900 БЕЛО ЗЛАТО,85,бр.            ,,Има,85,5,
194,"ТЕО ТЕЧЕН САПУН 0,900 МЛ",94,бр.            ,,Има,94,18,
195,ТЕО ТЕЧЕН САПУН ПУМПА,65,бр.            ,,Има,65,18,
196,РУБИ 30ГР,8,бр.            ,,Има,8,5,
197,РУМ ДЕСЕРТ,5,бр.            ,,Има,5,5,
198,ПУТЕР ОЛДЕНБУРГ 200 ГР,158,бр.            ,,Има,158,5,
199,ЕВРИ ДЕЈ 18 ЕКОНОМИ,162,бр.            ,,Има,162,18,
200,ЕВРИ ДЕЈ 10/1,99,бр.            ,,Има,99,5,
201,ПУДИНГ ВИТАМИНКА 3/1,38,бр.            ,,Има,38,5,
202,ПЛАЗМА 150 ГР,78,бр.            ,,Има,78,5,
203,БРИШАЧИ ЛЕДА 2Х200,109,бр.            ,,Има,109,18,
204,СУВО ГРОЗЈЕ ЦРНО,25,бр.            ,,Има,25,5,
205,ЛИЖАЛКИ,5,бр.            ,,Има,5,10,
206,ТОРТИНА МАКСИ 50ГР,15,бр.            ,,Има,15,5,
207,КОЖУВЧАНКА ПАКЕТ,150,бр.            ,,Има,150,18,
208,"СИНЕТА 1,5 Л",49,бр.            ,,Има,49,18,
209,СУПА СО КНЕДЛИ ПОДРАВКА ,57,бр.            ,,Има,57,5,
210,ИШЛЕРИ ДУО,99,бр.            ,,Има,99,5,
211,ГРИЗ 200 ГР,15,бр.            ,,Има,15,5,
212,БУКОВЕЦ,25,бр.            ,,Има,25,5,
213,БРЕФ ПАУЕР ДУОМПАК,137,бр.            ,,Има,137,18,
214,ЕУРО ДЕСЕРТ 300 ГР,154,бр.            ,,Има,154,5,
215,НЕСКАФЕ 100 ГР ЛИМЕНКА,190,бр.            ,,Има,190,5,
216,ОБЕЛУВАЧ КРУГЕР 400 гр,177,бр.            ,,Има,177,5,
217,ОБЕЛУВАЧ КРУГЕР 25,107,бр.            ,,Има,107,5,
218,ЦИМЕТ,5,бр.            ,,Има,5,5,
219,ЛОВОРОВ ЛИСТ,13,бр.            ,,Има,13,10,
220,ВЕСЕЛИ ЈАЈЦА,3,бр.            ,,Има,3,10,
221,БОНКАФЕ ЗА 6,6,бр.            ,,Има,6,10,
222,АЛВА НЕГОТИНСКА,14,бр.            ,,Има,14,10,
223,ПАЛОМА МАРАМИЦИ,8,бр.            ,,Има,8,18,
224,КИКИРИТКИ 300 ГР,72,бр.            ,,Има,72,5,
225,ЛОКУМ 350 ГР,50,бр.            ,,Има,50,5,
226,БРАШНО ПОПОВИЧ 1 КГ,32,бр.            ,,Има,32,5,
227,НАРЕЗАК АГРИКО 156 ГР,35,бр.            ,,Има,35,5,
228,МОРСКИ ШКОЛКИ,68,бр.            ,,Има,68,5,
229,"НЕГРО 0,800ГР",255,бр.            ,,Има,255,10,
230,ИКРАМ 58ГР,20,бр.            ,,Има,20,5,
231,КОЦКА ЗА  СУПА МАГИ 6/1,52,бр.            ,,Има,52,5,
232,ШАМПОН ВОШ И ГО 200 МЛ,65,бр.            ,,Има,65,18,
233,ПЕТИТ КОНДИСА 200 ГР,16,бр.            ,,Има,16,5,
234,ВЕГЕТА ПОДРАВКА 250 ГР,87,бр.            ,,Има,87,5,
235,МАРАМИЦИ АКВА,90,бр.            ,,Има,90,18,
236,ЧОКОБИСКВИТ,13,бр.            ,,Има,13,5,
237,"ГОРА ЏУС 1,5Л",75,бр.            ,,Има,75,18,
238,ЧАЈНИ КОНДИСА 450ГР,58,бр.            ,,Има,58,5,
239,КИНДЕР ЧОКОЛАДО 100 ГР,89,бр.            ,,Има,89,5,
240,СОЛЕНКИ ХЕЛОО 45 ГР,9,бр.            ,,Има,9,5,
241,СУПА ШВАЈЦАРСКА ПОДРАВКА,49,бр.            ,,Има,49,5,
242,КОЦКА ЗА СУПА ПОДРАВКА,6,бр.            ,,Има,6,5,
243,ПЕЗ ШУМЛИВИ ТАБЛЕТИ,57,бр.            ,,Има,57,5,
244,"ПЕРВОЛ 3,6 Л",420,бр.            ,,Има,420,18,
245,ФАИРИ 650МЛ,112,бр.            ,,Има,112,18,
246,МАЛОУ КЕК,64,бр.            ,,Има,64,5,
247,"ПЕЛИСТЕРКА 1,5Л",30,бр.            ,,Има,30,18,
248,АГРОБЛОК 90ГР,33,бр.            ,,Има,33,5,
249,ПРЕЗЛА,16,бр.            ,,Има,16,5,
250,КАФЕ ВИП 200 ГР,81,бр.            ,,Има,81,18,
251,КИФЛИ 500 ГР,90,бр.            ,,Има,90,5,
252,СИНАЛКО 3+1,145,бр.            ,,Има,145,18,
253,АЛПСКА 700 ГР МЕИН,117,бр.            ,,Има,117,5,
254,САЛФЕТИ ЛЕДА,20,бр.            ,,Има,20,18,
255,РУБЕЛ 9 КГ,470,бр.            ,,Има,470,18,
256,КАСЕТКА ЗА ЈАЈЦА,8,бр.            ,,Има,8,18,
257,ЕРВЕЈС,38,бр.            ,,Има,38,5,
258,ОРБИТ,37,бр.            ,,Има,37,5,
259,БОНИ ТОП,18,бр.            ,,Има,18,10,
260,РУБЕЛ 12 КГ,999,бр.            ,,Има,999,18,
261,ПАШТЕТА ЛОВАЧКА 100 ГР,28,бр.            ,,Има,28,5,
262,БАЛКАН БЕЛО,168,кгр.           ,,Има,168,5,
263,КОЛГЕЈТ 75 МЛ,51,бр.            ,,Има,51,18,
264,КОЛБАС ОХРИДСКИ,62,бр.            ,,Има,62,5,
265,ГУСТИН-НИШЕСТЕ ,16,бр.            ,,Има,16,18,
266,КОКО МАКС 250 ГР,82,бр.            ,,Има,82,10,
267,ЧИПС ЧИЛИ 250 ГР,139,бр.            ,,Има,139,10,
268,ОЦЕТ БЛАГОЈ ГОРЕВ 3Л,115,бр.            ,,Има,115,5,
269,ЧОКО СТОБИ  ФЛИПС,20,бр.            ,,Има,20,10,
270,БЕКУТАН ШАМПОН 400 МЛ,182,бр.            ,,Има,182,18,
271,МЕДЕЊАЦИ 300 ГР СЛ,75,бр.            ,,Има,75,5,
272,ХАНЗАПЛАСТ,10,бр.            ,,Има,10,18,
273,ГУМЕНИ БОНБОНИ ,10,бр.            ,,Има,10,10,
274,ПЕЗ 6/1 РЕФИЛ,36,бр.            ,,Има,36,5,
275,МАЈОНЕЗ ТОМИ,260,бр.            ,,Има,260,10,
276,МАСЛИНКА 161-180 РАЗМЕР,285,кгр.           ,,Има,285,5,
277,АГРОПЛОД  СОКЧЕ 250мл,15,бр.            ,,Има,15,18,
278,БОНБОНИ БУТЕР МИЛК 1 КГ,315,бр.            ,,Има,315,10,
279,ХАЛТА 1 Л,208,бр.            ,,Има,208,5,
280,ХАЛТА 500МЛ,122,бр.            ,,Има,122,5,
281,ГУАРАНА ЕНЕРЏИ,40,бр.            ,,Има,40,18,
282,БОНБОНИ  БУРКОБОН 720ГР,130,бр.            ,,Има,130,10,
283,ПАШТЕТА ПКБ 50 ГР ПИЛ.,14,бр.            ,,Има,14,5,
284,ПАШТЕТА ПКБ 100Г ПИЛ.,20,бр.            ,,Има,20,5,
285,ТЕСТЕНИНИ РИСКОСА ПОЛЖАВ,59,бр.            ,,Има,59,5,
286,ИНКАФЕ ГОЛД 200,320,бр.            ,,Има,320,10,
287,ПАШТЕТА МЕЏИК 50ГР,12,бр.            ,,Има,12,5,
288,НЕГРО 100 ГР,28,бр.            ,,Има,28,5,
289,УКРАСНА КЕСА ГОЛЕМА,40,бр.            ,,Има,40,18,
290,САВЕКС ТЕЧЕН,164,бр.            ,,Има,164,18,
291,МИЛКА 300ГР,230,бр.            ,,Има,230,5,
292,ВЕРОНА 375ГР МЛЕЧНА,86,бр.            ,,Има,86,5,
293,ПИРЕ КИБЕЛА,28,бр.            ,,Има,28,10,
294,ЧУНГА ЛУНГА МЕГА,10,бр.            ,,Има,10,10,
295,ЧУНГА ЛУНГА КОЦКА,1,бр.            ,,Има,1,5,
296,МОРТАДЕЛА СВИНСКА ПКБ,226,кгр.           ,,Има,226,5,
297,ТУНА БАДУКО 95 ГР ЦЕЛА,46,бр.            ,,Има,46,5,
298,ОЦЕТ ЈАБОЛКОВ,50,бр.            ,,Има,50,5,
299,ОЦЕТ ВИНСКИ,44,бр.            ,,Има,44,5,
300,ПАШТЕТА ПИВКА 50 ГР,17,бр.            ,,Има,17,5,
301,КОРНИШОНИ ДИЕМ,82,бр.            ,,Има,82,5,
302,ПЛЕТЕНКА,30,бр.            ,,Има,30,5,
303,КУМУР ЗА СКАРА 2КГ,170,бр.            ,,Има,170,18,
304,КЕКС СЕНДВИЧ 250ГР СЛ,74,бр.            ,,Има,74,5,
305,ОРИГАНО,20,бр.            ,,Има,20,10,
306,КУЈНСКИ БРИШАЧ 500ГР,96,бр.            ,,Има,96,18,
307,СОНЧОГЛЕД НУТИНИ 50 ГР,10,бр.            ,,Има,10,5,
308,ЛЕНЕНО СЕМЕ,18,бр.            ,,Има,18,10,
309,ОЦЕТ КИСКО 5 Л,220,бр.            ,,Има,220,5,
310,БИОАКТИВ 9 КГ,780,бр.            ,,Има,780,18,
311,МОЛФИ,30,бр.            ,,Има,30,18,
312,КРОАСАН СЕВН ДЕЈС 80ГР,42,бр.            ,,Има,42,5,
313,АРГЕТА,55,бр.            ,,Има,55,5,
314,БИОАКТИВ 3 КГ,300,бр.            ,,Има,300,18,
315,САВЕКС 2 КГ,290,бр.            ,,Има,290,18,
316,ИНЛОТ 2КГ,105,бр.            ,,Има,105,18,
317,ПАЛМОЛИВ САПУН,26,бр.            ,,Има,26,18,
318,ВЕГЕТА ПОДРАВКА 500 ГР,158,бр.            ,,Има,158,5,
319,КАКАО КИБЕЛА КЕСА 100ГР,34,бр.            ,,Има,34,5,
320,ШЕКЕР ВО ПРАВ 200 ГР,20,бр.            ,,Има,20,5,
321,ЖИТОМИР БОНБОНИ 180ГР,60,бр.            ,,Има,60,10,
322,ПЕРФЕКС 8+2 ДЕЛУКС,160,бр.            ,,Има,160,18,
323,КОЛБАС РОШТИЛ 300 МЕИН,88,бр.            ,,Има,88,5,
324,ПЕПЕРМИНТ КРАШ,31,бр.            ,,Има,31,5,
325,ФАКС 6 КГ,570,бр.            ,,Има,570,18,
326,"ТОМАТЕЛО 0,2Л",30,бр.            ,,Има,30,5,
327,БИСКВИТ ПОДЛОГА,40,бр.            ,,Има,40,5,
328,ЛЕКА 400 МАКС,69,бр.            ,,Има,69,5,
329,ЖИТОМИР ЕДЕН ЏОИ 1КГ,360,бр.            ,,Има,360,10,
330,СИРЕЊЕ ШИПКА ВАКУМ,429,кгр.           ,,Има,429,5,
331,ПРЕЗИДЕНТ 400ГР,240,бр.            ,,Има,240,10,
332,"СТРУМКА 1,5 Л",50,бр.            ,,Има,50,18,
333,"СТРУМКА 0,5",30,бр.            ,,Има,30,18,
334,"СИНАЛКО 2 л и  1,75 Л",60,бр.            ,,Има,60,18,
335,ТУНА БАЛКО,76,бр.            ,,Има,76,5,
336,ПАШТЕТА ЛОВАЧКА 75 ГР,23,бр.            ,,Има,23,5,
337,РЕСАНА ФРУТИ,20,бр.            ,,Има,20,5,
338,КЕСИ 3 КГ,20,бр.            ,,Има,20,18,
339,ГУЛАШ 400 ГР АГРИКО,120,бр.            ,,Има,120,5,
340,БОНКАФЕ КЛАСИК 100 ГР,45,бр.            ,,Има,45,18,
341,БОНКАФЕ КЛАСИК 200 ГР,90,бр.            ,,Има,90,18,
342,БОНКАФЕ МИНАС 100ГР,55,бр.            ,,Има,55,18,
343,БОНКАФЕ МИНАС 200 ГР,105,бр.            ,,Има,105,18,
344,МАСЛИНКА 141-160,175,кгр.           ,,Има,175,5,
345,РОЈАЛ 80 ГР,34,бр.            ,,Има,34,18,
346,АРОМА 95 ГР,20,бр.            ,,Има,20,18,
347,ГРАВ ПОСЕН ТАКОВО,85,бр.            ,,Има,85,5,
348,КИКИРИТКИ 200ГР МАКС,32,бр.            ,,Има,32,5,
349,ФЕРИ  450,80,бр.            ,,Има,80,18,
350,ЛОКУМ 350ГР ОРЕВ,63,бр.            ,,Има,63,5,
351,МАОАМ 22 ГР КАРАМЕЛКИ,14,бр.            ,,Има,14,5,
352,СЕМКИ НУТИНИ 200 ГР,60,бр.            ,,Има,60,5,
353,ТИПСО 450,50,бр.            ,,Има,50,18,
354,РУБЕЛ 3 КГ,300,бр.            ,,Има,300,18,
355,НЕГРО 1КГ,320,кгр.           ,,Има,320,10,
356,МОЕ КОЛАЧЕ ЧАЈНИ 700 ГР,74,бр.            ,,Има,74,5,
357,БРАШНО КАДИНО 5 КГ,160,бр.            ,,Има,160,5,
358,КРИСТАЛИ ЗА ЈАЈЦА,14,бр.            ,,Има,14,18,
359,ЈАЈЦА ХЛ 30/1,7.35,бр.            ,,Има,7.35,5,
360,"ИЗВОРСКА  и КОЖУВЧАНКА 0,5",20,бр.            ,,Има,20,18,
361,БОНБОЊЕРА ВЕРОНА 200ГР,79,бр.            ,,Има,79,10,
362,КОНЗЕРВАНС,3,бр.            ,,Има,3,18,
363,ВИНОБРАН,4,бр.            ,,Има,4,18,
